Item,Date,Qty.,Total (₹),
Chicken Biryani (Regular),2018-01-01,42.00,7770.00,
Chicken Biryani (Regular),2018-01-02,16.00,2960.00,
Chicken Biryani (Regular),2018-01-03,28.00,5180.00,
Chicken Biryani (Regular),2018-01-04,29.00,5365.00,
Chicken Biryani (Regular),2018-01-05,44.00,8140.00,
Chicken Biryani (Regular),2018-01-06,32.00,5920.00,
Chicken Biryani (Regular),2018-01-07,66.00,12210.00,
Chicken Biryani (Regular),2018-01-08,23.00,4255.00,
Chicken Biryani (Regular),2018-01-09,33.00,6105.00,
Chicken Biryani (Regular),2018-01-10,65.00,12025.00,
Chicken Biryani (Regular),2018-01-11,16.00,2960.00,
Chicken Biryani (Regular),2018-01-12,43.00,7955.00,
Chicken Biryani (Regular),2018-01-13,36.00,6660.00,
Chicken Biryani (Regular),2018-01-14,32.00,5920.00,
Chicken Biryani (Regular),2018-01-15,17.00,3145.00,
Chicken Biryani (Regular),2018-01-16,25.00,4625.00,
Chicken Biryani (Regular),2018-01-17,24.00,4440.00,
Chicken Biryani (Regular),2018-01-18,30.00,5550.00,
Chicken Biryani (Regular),2018-01-19,39.00,7215.00,
Chicken Biryani (Regular),2018-01-20,35.00,6475.00,
Chicken Biryani (Regular),2018-01-21,46.00,8510.00,
Chicken Biryani (Regular),2018-01-22,21.00,3885.00,
Chicken Biryani (Regular),2018-01-23,20.00,3700.00,
Chicken Biryani (Regular),2018-01-24,20.00,3700.00,
Chicken Biryani (Regular),2018-01-25,20.00,3700.00,
Chicken Biryani (Regular),2018-01-26,44.00,8140.00,
Chicken Biryani (Regular),2018-01-27,35.00,6475.00,
Chicken Biryani (Regular),2018-01-28,52.00,9620.00,
Chicken Biryani (Regular),2018-01-29,21.00,3885.00,
Chicken Biryani (Regular),2018-01-30,34.00,6290.00,
Chicken Biryani (Regular),2018-01-31,26.00,4810.00,
Chicken Biryani (Regular),2018-02-01,29.00,5365.00,
Chicken Biryani (Regular),2018-02-02,36.00,6660.00,
Chicken Biryani (Regular),2018-02-03,54.00,9990.00,
Chicken Biryani (Regular),2018-02-04,63.00,11655.00,
Chicken Biryani (Regular),2018-02-05,25.00,4625.00,
Chicken Biryani (Regular),2018-02-06,20.00,3700.00,
Chicken Biryani (Regular),2018-02-07,39.00,7215.00,
Chicken Biryani (Regular),2018-02-08,28.00,5180.00,
Chicken Biryani (Regular),2018-02-09,50.00,9250.00,
Chicken Biryani (Regular),2018-02-10,43.00,7955.00,
Chicken Biryani (Regular),2018-02-11,53.00,9805.00,
Chicken Biryani (Regular),2018-02-12,21.00,3885.00,
Chicken Biryani (Regular),2018-02-13,21.00,3885.00,
Chicken Biryani (Regular),2018-02-14,25.00,4625.00,
Chicken Biryani (Regular),2018-02-15,26.00,4810.00,
Chicken Biryani (Regular),2018-02-16,38.00,7030.00,
Chicken Biryani (Regular),2018-02-17,52.00,9620.00,
Chicken Biryani (Regular),2018-02-18,54.00,9990.00,
Chicken Biryani (Regular),2018-02-19,21.00,3885.00,
Chicken Biryani (Regular),2018-02-20,31.00,5735.00,
Chicken Biryani (Regular),2018-02-21,32.00,5920.00,
Chicken Biryani (Regular),2018-02-22,30.00,5550.00,
Chicken Biryani (Regular),2018-02-23,36.00,6660.00,
Chicken Biryani (Regular),2018-02-24,65.00,12025.00,
Chicken Biryani (Regular),2018-02-25,58.00,10730.00,
Chicken Biryani (Regular),2018-02-26,28.00,5180.00,
Chicken Biryani (Regular),2018-02-27,27.00,4995.00,
Chicken Biryani (Regular),2018-02-28,34.00,6290.00,
Chicken Biryani (Regular),2018-03-01,29.00,5365.00,
Chicken Biryani (Regular),2018-03-02,58.00,10730.00,
Chicken Biryani (Regular),2018-03-03,49.00,9065.00,
Chicken Biryani (Regular),2018-03-04,58.00,10730.00,
Chicken Biryani (Regular),2018-03-05,28.00,5180.00,
Chicken Biryani (Regular),2018-03-06,34.00,6290.00,
Chicken Biryani (Regular),2018-03-07,35.00,6475.00,
Chicken Biryani (Regular),2018-03-08,21.00,3885.00,
Chicken Biryani (Regular),2018-03-09,47.00,8695.00,
Chicken Biryani (Regular),2018-03-10,47.00,8695.00,
Chicken Biryani (Regular),2018-03-11,69.00,12765.00,
Chicken Biryani (Regular),2018-03-12,30.00,5550.00,
Chicken Biryani (Regular),2018-03-13,39.00,7215.00,
Chicken Biryani (Regular),2018-03-14,32.00,5920.00,
Chicken Biryani (Regular),2018-03-15,42.00,7770.00,
Chicken Biryani (Regular),2018-03-16,54.00,9990.00,
Chicken Biryani (Regular),2018-03-17,28.00,5180.00,
Chicken Biryani (Regular),2018-03-18,61.00,11285.00,
Chicken Biryani (Regular),2018-03-19,22.00,4070.00,
Chicken Biryani (Regular),2018-03-20,17.00,3145.00,
Chicken Biryani (Regular),2018-03-21,39.00,7215.00,
Chicken Biryani (Regular),2018-03-22,28.00,5180.00,
Chicken Biryani (Regular),2018-03-23,56.00,10360.00,
Chicken Biryani (Regular),2018-03-24,40.00,7400.00,
Chicken Biryani (Regular),2018-03-25,45.00,8325.00,
Chicken Biryani (Regular),2018-03-26,25.00,4625.00,
Chicken Biryani (Regular),2018-03-27,25.00,4625.00,
Chicken Biryani (Regular),2018-03-28,36.00,6660.00,
Chicken Biryani (Regular),2018-03-29,30.00,5550.00,
Chicken Biryani (Regular),2018-03-30,58.00,10730.00,
Chicken Biryani (Regular),2018-03-31,34.00,6290.00,
Chicken Biryani (Regular),2018-04-01,50.00,9250.00,
Chicken Biryani (Regular),2018-04-02,20.00,3700.00,
Chicken Biryani (Regular),2018-04-03,29.00,5365.00,
Chicken Biryani (Regular),2018-04-04,22.00,4070.00,
Chicken Biryani (Regular),2018-04-05,51.00,9435.00,
Chicken Biryani (Regular),2018-04-06,35.00,6475.00,
Chicken Biryani (Regular),2018-04-07,46.00,8510.00,
Chicken Biryani (Regular),2018-04-08,72.00,13320.00,
Chicken Biryani (Regular),2018-04-09,24.00,4440.00,
Chicken Biryani (Regular),2018-04-10,28.00,5180.00,
Chicken Biryani (Regular),2018-04-11,40.00,7400.00,
Chicken Biryani (Regular),2018-04-12,39.00,7215.00,
Chicken Biryani (Regular),2018-04-13,38.00,7030.00,
Chicken Biryani (Regular),2018-04-14,50.00,9250.00,
Chicken Biryani (Regular),2018-04-15,71.00,13135.00,
Chicken Biryani (Regular),2018-04-16,21.00,3885.00,
Chicken Biryani (Regular),2018-04-17,42.00,7770.00,
Chicken Biryani (Regular),2018-04-18,45.00,8325.00,
Chicken Biryani (Regular),2018-04-19,40.00,7400.00,
Chicken Biryani (Regular),2018-04-20,60.00,11100.00,
Chicken Biryani (Regular),2018-04-21,48.00,8880.00,
Chicken Biryani (Regular),2018-04-22,84.00,15540.00,
Chicken Biryani (Regular),2018-04-23,29.00,5365.00,
Chicken Biryani (Regular),2018-04-24,44.00,8140.00,
Chicken Biryani (Regular),2018-04-25,32.00,5920.00,
Chicken Biryani (Regular),2018-04-26,25.00,4625.00,
Chicken Biryani (Regular),2018-04-27,40.00,7400.00,
Chicken Biryani (Regular),2018-04-28,41.00,7585.00,
Chicken Biryani (Regular),2018-04-29,64.00,11840.00,
Chicken Biryani (Regular),2018-04-30,46.00,8510.00,
Chicken Biryani (Regular),2018-05-01,40.00,7400.00,
Chicken Biryani (Regular),2018-05-02,29.00,5365.00,
Chicken Biryani (Regular),2018-05-03,34.00,6290.00,
Chicken Biryani (Regular),2018-05-04,54.00,9990.00,
Chicken Biryani (Regular),2018-05-05,47.00,8695.00,
Chicken Biryani (Regular),2018-05-06,74.00,13690.00,
Chicken Biryani (Regular),2018-05-07,31.00,5735.00,
Chicken Biryani (Regular),2018-05-08,50.00,9250.00,
Chicken Biryani (Regular),2018-05-09,44.00,8140.00,
Chicken Biryani (Regular),2018-05-10,49.00,9065.00,
Chicken Biryani (Regular),2018-05-11,64.00,11840.00,
Chicken Biryani (Regular),2018-05-12,80.00,14800.00,
Chicken Biryani (Regular),2018-05-13,64.00,11840.00,
Chicken Biryani (Regular),2018-05-14,23.00,4255.00,
Chicken Biryani (Regular),2018-05-15,27.00,4995.00,
Chicken Biryani (Regular),2018-05-16,45.00,8325.00,
Chicken Biryani (Regular),2018-05-17,35.00,6475.00,
Chicken Biryani (Regular),2018-05-18,61.00,11285.00,
Chicken Biryani (Regular),2018-05-19,40.00,7400.00,
Chicken Biryani (Regular),2018-05-20,88.00,16280.00,
Chicken Biryani (Regular),2018-05-21,25.00,4625.00,
Chicken Biryani (Regular),2018-05-22,29.00,5365.00,
Chicken Biryani (Regular),2018-05-23,54.00,9990.00,
Chicken Biryani (Regular),2018-05-24,32.00,5920.00,
Chicken Biryani (Regular),2018-05-25,44.00,8140.00,
Chicken Biryani (Regular),2018-05-26,33.00,6105.00,
Chicken Biryani (Regular),2018-05-27,77.00,14245.00,
Chicken Biryani (Regular),2018-05-28,33.00,6105.00,
Chicken Biryani (Regular),2018-05-29,24.00,4440.00,
Chicken Biryani (Regular),2018-05-30,61.00,11285.00,
Chicken Biryani (Regular),2018-05-31,31.00,5735.00,
Chicken Biryani (Regular),2018-06-01,50.00,9250.00,
Chicken Biryani (Regular),2018-06-02,31.00,5735.00,
Chicken Biryani (Regular),2018-06-03,60.00,11100.00,
Chicken Biryani (Regular),2018-06-04,22.00,4070.00,
Chicken Biryani (Regular),2018-06-05,29.00,5365.00,
Chicken Biryani (Regular),2018-06-06,36.00,6660.00,
Chicken Biryani (Regular),2018-06-07,27.00,4995.00,
Chicken Biryani (Regular),2018-06-08,47.00,8695.00,
Chicken Biryani (Regular),2018-06-09,56.00,10360.00,
Chicken Biryani (Regular),2018-06-10,74.00,13690.00,
Chicken Biryani (Regular),2018-06-11,12.00,2220.00,
Chicken Biryani (Regular),2018-06-12,27.00,4995.00,
Chicken Biryani (Regular),2018-06-13,38.00,7030.00,
Chicken Biryani (Regular),2018-06-14,28.00,5180.00,
Chicken Biryani (Regular),2018-06-15,32.00,5920.00,
Chicken Biryani (Regular),2018-06-16,57.00,10545.00,
Chicken Biryani (Regular),2018-06-17,58.00,10730.00,
Chicken Biryani (Regular),2018-06-18,23.00,4255.00,
Chicken Biryani (Regular),2018-06-19,24.00,4440.00,
Chicken Biryani (Regular),2018-06-20,42.00,7770.00,
Chicken Biryani (Regular),2018-06-21,28.00,5180.00,
Chicken Biryani (Regular),2018-06-22,47.00,8695.00,
Chicken Biryani (Regular),2018-06-23,47.00,8695.00,
Chicken Biryani (Regular),2018-06-24,73.00,13505.00,
Chicken Biryani (Regular),2018-06-25,28.00,5180.00,
Chicken Biryani (Regular),2018-06-26,31.00,5735.00,
Chicken Biryani (Regular),2018-06-27,42.00,7770.00,
Chicken Biryani (Regular),2018-06-28,21.00,3885.00,
Chicken Biryani (Regular),2018-06-29,66.00,12210.00,
Chicken Biryani (Regular),2018-06-30,38.00,7030.00,
Chicken Biryani (Regular),2018-07-01,74.00,13690.00,
Chicken Biryani (Regular),2018-07-02,23.00,4255.00,
Chicken Biryani (Regular),2018-07-03,33.00,6105.00,
Chicken Biryani (Regular),2018-07-04,35.00,6475.00,
Chicken Biryani (Regular),2018-07-05,36.00,6660.00,
Chicken Biryani (Regular),2018-07-06,51.00,9435.00,
Chicken Biryani (Regular),2018-07-07,50.00,9250.00,
Chicken Biryani (Regular),2018-07-08,84.00,15540.00,
Chicken Biryani (Regular),2018-07-09,39.00,7215.00,
Chicken Biryani (Regular),2018-07-10,28.00,5180.00,
Chicken Biryani (Regular),2018-07-11,26.00,4810.00,
Chicken Biryani (Regular),2018-07-12,16.00,2960.00,
Chicken Biryani (Regular),2018-07-13,39.00,7215.00,
Chicken Biryani (Regular),2018-07-14,30.00,5550.00,
Chicken Biryani (Regular),2018-07-15,51.00,9435.00,
Chicken Biryani (Regular),2018-07-16,17.00,3145.00,
Chicken Biryani (Regular),2018-07-17,20.00,3700.00,
Chicken Biryani (Regular),2018-07-18,57.00,10545.00,
Chicken Biryani (Regular),2018-07-19,31.00,5735.00,
Chicken Biryani (Regular),2018-07-20,45.00,8325.00,
Chicken Biryani (Regular),2018-07-21,42.00,7770.00,
Chicken Biryani (Regular),2018-07-22,58.00,10730.00,
Chicken Biryani (Regular),2018-07-23,23.00,4255.00,
Chicken Biryani (Regular),2018-07-24,26.00,4810.00,
Chicken Biryani (Regular),2018-07-25,38.00,7030.00,
Chicken Biryani (Regular),2018-07-26,39.00,7215.00,
Chicken Biryani (Regular),2018-07-27,43.00,7955.00,
Chicken Biryani (Regular),2018-07-28,52.00,9620.00,
Chicken Biryani (Regular),2018-07-29,72.00,13320.00,
Chicken Biryani (Regular),2018-07-30,32.00,5920.00,
Chicken Biryani (Regular),2018-07-31,46.00,8510.00,
Chicken Biryani (Regular),2018-08-01,37.00,6845.00,
Chicken Biryani (Regular),2018-08-02,25.00,4625.00,
Chicken Biryani (Regular),2018-08-03,52.00,9620.00,
Chicken Biryani (Regular),2018-08-04,50.00,9250.00,
Chicken Biryani (Regular),2018-08-05,76.00,14060.00,
Chicken Biryani (Regular),2018-08-06,22.00,4070.00,
Chicken Biryani (Regular),2018-08-07,38.00,7030.00,
Chicken Biryani (Regular),2018-08-08,46.00,8510.00,
Chicken Biryani (Regular),2018-08-09,31.00,5735.00,
Chicken Biryani (Regular),2018-08-10,58.00,10730.00,
Chicken Biryani (Regular),2018-08-11,42.00,7770.00,
Chicken Biryani (Regular),2018-08-12,107.00,19795.00,
Chicken Biryani (Regular),2018-08-13,29.00,5365.00,
Chicken Biryani (Regular),2018-08-14,33.00,6105.00,
Chicken Biryani (Regular),2018-08-15,56.00,10360.00,
Chicken Biryani (Regular),2018-08-16,30.00,5550.00,
Chicken Biryani (Regular),2018-08-17,31.00,5735.00,
Chicken Biryani (Regular),2018-08-18,55.00,10175.00,
Chicken Biryani (Regular),2018-08-19,91.00,16835.00,
Chicken Biryani (Regular),2018-08-20,29.00,5365.00,
Chicken Biryani (Regular),2018-08-21,31.00,5735.00,
Chicken Biryani (Regular),2018-08-22,65.00,12025.00,
Chicken Biryani (Regular),2018-08-23,30.00,5550.00,
Chicken Biryani (Regular),2018-08-24,22.00,4070.00,
Chicken Biryani (Regular),2018-08-25,65.00,12025.00,
Chicken Biryani (Regular),2018-08-26,45.00,8325.00,
Chicken Biryani (Regular),2018-08-27,30.00,5550.00,
Chicken Biryani (Regular),2018-08-28,28.00,5180.00,
Chicken Biryani (Regular),2018-08-29,37.00,6845.00,
Chicken Biryani (Regular),2018-08-30,37.00,6845.00,
Chicken Biryani (Regular),2018-08-31,66.00,12210.00,
Chicken Biryani (Regular),2018-09-01,52.00,9620.00,
Chicken Biryani (Regular),2018-09-02,56.00,10360.00,
Chicken Biryani (Regular),2018-09-03,33.00,6105.00,
Chicken Biryani (Regular),2018-09-04,32.00,5920.00,
Chicken Biryani (Regular),2018-09-05,33.00,6105.00,
Chicken Biryani (Regular),2018-09-06,33.00,6105.00,
Chicken Biryani (Regular),2018-09-07,51.00,9435.00,
Chicken Biryani (Regular),2018-09-08,49.00,9065.00,
Chicken Biryani (Regular),2018-09-09,63.00,11655.00,
Chicken Biryani (Regular),2018-09-10,46.00,8510.00,
Chicken Biryani (Regular),2018-09-11,31.00,5735.00,
Chicken Biryani (Regular),2018-09-12,38.00,7030.00,
Chicken Biryani (Regular),2018-09-13,17.00,3145.00,
Chicken Biryani (Regular),2018-09-14,48.00,8880.00,
Chicken Biryani (Regular),2018-09-15,36.00,6660.00,
Chicken Biryani (Regular),2018-09-16,57.00,10545.00,
Chicken Biryani (Regular),2018-09-17,23.00,4255.00,
Chicken Biryani (Regular),2018-09-18,35.00,6475.00,
Chicken Biryani (Regular),2018-09-19,31.00,5735.00,
Chicken Biryani (Regular),2018-09-20,42.00,7770.00,
Chicken Biryani (Regular),2018-09-21,51.00,9435.00,
Chicken Biryani (Regular),2018-09-22,35.00,6475.00,
Chicken Biryani (Regular),2018-09-23,70.00,12950.00,
Chicken Biryani (Regular),2018-09-24,21.00,3885.00,
Chicken Biryani (Regular),2018-09-25,34.00,6290.00,
Chicken Biryani (Regular),2018-09-26,39.00,7215.00,
Chicken Biryani (Regular),2018-09-27,41.00,7585.00,
Chicken Biryani (Regular),2018-09-28,54.00,9990.00,
Chicken Biryani (Regular),2018-09-29,46.00,8510.00,
Chicken Biryani (Regular),2018-09-30,52.00,9620.00,
Chicken Biryani (Regular),2018-10-01,22.00,4070.00,
Chicken Biryani (Regular),2018-10-02,45.00,8325.00,
Chicken Biryani (Regular),2018-10-03,29.00,5365.00,
Chicken Biryani (Regular),2018-10-04,25.00,4625.00,
Chicken Biryani (Regular),2018-10-05,39.00,7215.00,
Chicken Biryani (Regular),2018-10-06,53.00,9805.00,
Chicken Biryani (Regular),2018-10-07,81.00,14985.00,
Chicken Biryani (Regular),2018-10-08,31.00,5735.00,
Chicken Biryani (Regular),2018-10-09,23.00,4255.00,
Chicken Biryani (Regular),2018-10-10,25.00,4625.00,
Chicken Biryani (Regular),2018-10-11,34.00,6290.00,
Chicken Biryani (Regular),2018-10-12,47.00,8695.00,
Chicken Biryani (Regular),2018-10-13,31.00,5735.00,
Chicken Biryani (Regular),2018-10-14,66.00,12210.00,
Chicken Biryani (Regular),2018-10-15,15.00,2775.00,
Chicken Biryani (Regular),2018-10-16,39.00,7215.00,
Chicken Biryani (Regular),2018-10-17,30.00,5550.00,
Chicken Biryani (Regular),2018-10-18,43.00,7955.00,
Chicken Biryani (Regular),2018-10-19,38.00,7030.00,
Chicken Biryani (Regular),2018-10-20,27.00,4995.00,
Chicken Biryani (Regular),2018-10-21,48.00,8880.00,
Chicken Biryani (Regular),2018-10-22,24.00,4440.00,
Chicken Biryani (Regular),2018-10-23,35.00,6475.00,
Chicken Biryani (Regular),2018-10-24,31.00,5735.00,
Chicken Biryani (Regular),2018-10-25,34.00,6290.00,
Chicken Biryani (Regular),2018-10-26,38.00,7030.00,
Chicken Biryani (Regular),2018-10-27,39.00,7215.00,
Chicken Biryani (Regular),2018-10-28,76.00,14060.00,
Chicken Biryani (Regular),2018-10-29,20.00,3700.00,
Chicken Biryani (Regular),2018-10-30,26.00,4810.00,
Chicken Biryani (Regular),2018-10-31,38.00,7030.00,
Chicken Biryani (Regular),2018-11-01,54.00,9990.00,
Chicken Biryani (Regular),2018-11-02,47.00,8695.00,
Chicken Biryani (Regular),2018-11-03,48.00,8880.00,
Chicken Biryani (Regular),2018-11-04,71.00,13135.00,
Chicken Biryani (Regular),2018-11-05,45.00,8325.00,
Chicken Biryani (Regular),2018-11-06,22.00,4070.00,
Chicken Biryani (Regular),2018-11-07,38.00,7030.00,
Chicken Biryani (Regular),2018-11-08,36.00,6660.00,
Chicken Biryani (Regular),2018-11-09,35.00,6475.00,
Chicken Biryani (Regular),2018-11-10,30.00,5550.00,
Chicken Biryani (Regular),2018-11-11,56.00,10360.00,
Chicken Biryani (Regular),2018-11-12,35.00,6475.00,
Chicken Biryani (Regular),2018-11-13,35.00,6475.00,
Chicken Biryani (Regular),2018-11-14,43.00,7955.00,
Chicken Biryani (Regular),2018-11-15,35.00,6475.00,
Chicken Biryani (Regular),2018-11-16,64.00,11840.00,
Chicken Biryani (Regular),2018-11-17,70.00,12950.00,
Chicken Biryani (Regular),2018-11-18,71.00,13135.00,
Chicken Biryani (Regular),2018-11-19,29.00,5365.00,
Chicken Biryani (Regular),2018-11-20,30.00,5550.00,
Chicken Biryani (Regular),2018-11-21,52.00,9620.00,
Chicken Biryani (Regular),2018-11-22,49.00,9065.00,
Chicken Biryani (Regular),2018-11-23,50.00,9250.00,
Chicken Biryani (Regular),2018-11-24,60.00,11100.00,
Chicken Biryani (Regular),2018-11-25,86.00,15910.00,
Chicken Biryani (Regular),2018-11-26,28.00,5180.00,
Chicken Biryani (Regular),2018-11-27,48.00,8880.00,
Chicken Biryani (Regular),2018-11-28,44.00,8140.00,
Chicken Biryani (Regular),2018-11-29,29.00,5365.00,
Chicken Biryani (Regular),2018-11-30,47.00,8695.00,
Chicken Biryani (Regular),2018-12-01,50.00,9250.00,
Chicken Biryani (Regular),2018-12-02,44.00,8140.00,
Chicken Biryani (Regular),2018-12-03,44.00,8140.00,
Chicken Biryani (Regular),2018-12-04,40.00,7400.00,
Chicken Biryani (Regular),2018-12-05,51.00,9435.00,
Chicken Biryani (Regular),2018-12-06,29.00,5365.00,
Chicken Biryani (Regular),2018-12-07,64.00,11840.00,
Chicken Biryani (Regular),2018-12-08,59.00,10915.00,
Chicken Biryani (Regular),2018-12-09,77.00,14245.00,
Chicken Biryani (Regular),2018-12-10,47.00,8695.00,
Chicken Biryani (Regular),2018-12-11,61.00,11285.00,
Chicken Biryani (Regular),2018-12-12,55.00,10175.00,
Chicken Biryani (Regular),2018-12-13,45.00,8325.00,
Chicken Biryani (Regular),2018-12-14,107.00,19795.00,
Chicken Biryani (Regular),2018-12-15,56.00,10360.00,
Chicken Biryani (Regular),2018-12-16,101.00,18685.00,
Chicken Biryani (Regular),2018-12-17,54.00,9990.00,
Chicken Biryani (Regular),2018-12-18,52.00,9620.00,
Chicken Biryani (Regular),2018-12-19,91.00,16835.00,
Chicken Biryani (Regular),2018-12-20,45.00,8325.00,
Chicken Biryani (Regular),2018-12-21,68.00,12580.00,
Chicken Biryani (Regular),2018-12-22,56.00,10360.00,
Chicken Biryani (Regular),2018-12-23,82.00,15170.00,
Chicken Biryani (Regular),2018-12-24,39.00,7215.00,
Chicken Biryani (Regular),2018-12-25,74.00,13690.00,
Chicken Biryani (Regular),2018-12-26,58.00,10730.00,
Chicken Biryani (Regular),2018-12-27,39.00,7215.00,
Chicken Biryani (Regular),2018-12-28,74.00,13690.00,
Chicken Biryani (Regular),2018-12-29,75.00,13875.00,
Chicken Biryani (Regular),2018-12-30,83.00,15355.00,
Chicken Biryani (Regular),2018-12-31,57.00,10545.00,
Chicken Biryani (Regular),2019-01-01,98.00,18130.00,
Chicken Biryani (Regular),2019-01-02,69.00,12765.00,
Chicken Biryani (Regular),2019-01-03,44.00,8140.00,
Chicken Biryani (Regular),2019-01-04,57.00,10545.00,
Chicken Biryani (Regular),2019-01-05,60.00,11100.00,
Chicken Biryani (Regular),2019-01-06,121.00,22385.00,
Chicken Biryani (Regular),2019-01-07,64.00,11840.00,
Chicken Biryani (Regular),2019-01-08,49.00,9065.00,
Chicken Biryani (Regular),2019-01-09,67.00,12395.00,
Chicken Biryani (Regular),2019-01-10,44.00,8140.00,
Chicken Biryani (Regular),2019-01-11,69.00,12765.00,
Chicken Biryani (Regular),2019-01-12,59.00,10915.00,
Chicken Biryani (Regular),2019-01-13,74.00,13690.00,
Chicken Biryani (Regular),2019-01-14,57.00,10545.00,
Chicken Biryani (Regular),2019-01-15,45.00,8325.00,
Chicken Biryani (Regular),2019-01-16,72.00,13320.00,
Chicken Biryani (Regular),2019-01-17,28.00,5180.00,
Chicken Biryani (Regular),2019-01-18,77.00,14245.00,
Chicken Biryani (Regular),2019-01-19,58.00,10730.00,
Chicken Biryani (Regular),2019-01-20,69.00,12765.00,
Chicken Biryani (Regular),2019-01-21,58.00,10730.00,
Chicken Biryani (Regular),2019-01-22,44.00,8140.00,
Chicken Biryani (Regular),2019-01-23,43.00,7955.00,
Chicken Biryani (Regular),2019-01-24,41.00,7585.00,
Chicken Biryani (Regular),2019-01-25,53.00,9805.00,
Chicken Biryani (Regular),2019-01-26,61.00,11285.00,
Chicken Biryani (Regular),2019-01-27,86.00,15910.00,
Chicken Biryani (Regular),2019-01-28,36.00,6660.00,
Chicken Biryani (Regular),2019-01-29,52.00,9620.00,
Chicken Biryani (Regular),2019-01-30,56.00,10360.00,
Chicken Biryani (Regular),2019-01-31,43.00,7955.00,
Chicken Biryani (Regular),2019-02-01,54.00,9990.00,
Chicken Biryani (Regular),2019-02-02,66.00,12210.00,
Chicken Biryani (Regular),2019-02-03,102.00,18870.00,
Chicken Biryani (Regular),2019-02-04,24.00,4440.00,
Chicken Biryani (Regular),2019-02-05,43.00,7955.00,
Chicken Biryani (Regular),2019-02-06,57.00,10545.00,
Chicken Biryani (Regular),2019-02-07,53.00,9805.00,
Chicken Biryani (Regular),2019-02-08,60.00,11100.00,
Chicken Biryani (Regular),2019-02-09,104.00,19240.00,
Chicken Biryani (Regular),2019-02-10,86.00,15910.00,
Chicken Biryani (Regular),2019-02-11,44.00,8140.00,
Chicken Biryani (Regular),2019-02-12,45.00,8325.00,
Chicken Biryani (Regular),2019-02-13,64.00,11840.00,
Chicken Biryani (Regular),2019-02-14,65.00,12025.00,
Chicken Biryani (Regular),2019-02-15,62.00,11470.00,
Chicken Biryani (Regular),2019-02-16,77.00,14245.00,
Chicken Biryani (Regular),2019-02-17,97.00,17945.00,
Chicken Biryani (Regular),2019-02-18,56.00,10360.00,
Chicken Biryani (Regular),2019-02-19,46.00,8510.00,
Chicken Biryani (Regular),2019-02-20,41.00,7585.00,
Chicken Biryani (Regular),2019-02-21,59.00,10915.00,
Chicken Biryani (Regular),2019-02-22,63.00,11655.00,
Chicken Biryani (Regular),2019-02-23,85.00,15725.00,
Chicken Biryani (Regular),2019-02-24,110.00,20350.00,
Chicken Biryani (Regular),2019-02-25,49.00,9065.00,
Chicken Biryani (Regular),2019-02-26,62.00,11470.00,
Chicken Biryani (Regular),2019-02-27,44.00,8140.00,
Chicken Biryani (Regular),2019-02-28,47.00,8695.00,
Chicken Biryani (Regular),2019-03-01,73.00,13505.00,
Chicken Biryani (Regular),2019-03-02,59.00,10915.00,
Chicken Biryani (Regular),2019-03-03,88.00,16280.00,
Chicken Biryani (Regular),2019-03-04,30.00,5550.00,
Chicken Biryani (Regular),2019-03-05,31.00,5735.00,
Chicken Biryani (Regular),2019-03-06,54.00,9990.00,
Chicken Biryani (Regular),2019-03-07,35.00,6475.00,
Chicken Biryani (Regular),2019-03-08,47.00,8695.00,
Chicken Biryani (Regular),2019-03-09,72.00,13320.00,
Chicken Biryani (Regular),2019-03-10,86.00,15910.00,
Chicken Biryani (Regular),2019-03-11,30.00,5550.00,
Chicken Biryani (Regular),2019-03-12,38.00,7030.00,
Chicken Biryani (Regular),2019-03-13,51.00,9435.00,
Chicken Biryani (Regular),2019-03-14,45.00,8325.00,
Chicken Biryani (Regular),2019-03-15,42.00,7770.00,
Chicken Biryani (Regular),2019-03-16,42.00,7770.00,
Chicken Biryani (Regular),2019-03-17,72.00,13320.00,
Chicken Biryani (Regular),2019-03-18,15.00,2775.00,
Chicken Biryani (Regular),2019-03-19,43.00,7955.00,
Chicken Biryani (Regular),2019-03-20,42.00,7770.00,
Chicken Biryani (Regular),2019-03-21,52.00,9620.00,
Chicken Biryani (Regular),2019-03-22,77.00,14245.00,
Chicken Biryani (Regular),2019-03-23,57.00,10545.00,
Chicken Biryani (Regular),2019-03-24,127.00,23495.00,
Chicken Biryani (Regular),2019-03-25,39.00,7215.00,
Chicken Biryani (Regular),2019-03-26,57.00,10545.00,
Chicken Biryani (Regular),2019-03-27,71.00,13135.00,
Chicken Biryani (Regular),2019-03-28,49.00,9065.00,
Chicken Biryani (Regular),2019-03-29,85.00,15725.00,
Chicken Biryani (Regular),2019-03-30,78.00,14430.00,
Chicken Biryani (Regular),2019-03-31,126.00,23310.00,
Chicken Biryani (Regular),2019-04-01,31.00,5735.00,
Chicken Biryani (Regular),2019-04-02,62.00,11470.00,
Chicken Biryani (Regular),2019-04-03,56.00,10360.00,
Chicken Biryani (Regular),2019-04-04,70.00,12950.00,
Chicken Biryani (Regular),2019-04-05,68.00,12580.00,
Chicken Biryani (Regular),2019-04-06,63.00,11655.00,
Chicken Biryani (Regular),2019-04-07,80.00,14800.00,
Chicken Biryani (Regular),2019-04-08,27.00,4995.00,
Chicken Biryani (Regular),2019-04-09,49.00,9065.00,
Chicken Biryani (Regular),2019-04-10,54.00,9990.00,
Chicken Biryani (Regular),2019-04-11,50.00,9250.00,
